testCase,componentTags,testTags,testSuite
00327,Compartment;Species;Reaction;Parameter;RateRule,Amount;0D-Compartment,semantic
00328,Compartment;Species;Reaction;Parameter;RateRule,Amount;NonUnityCompartment,semantic
00329,Compartment;Species;Reaction;Parameter;RateRule,Amount;NonUnityCompartment,semantic
00330,Compartment;Species;Reaction;Parameter;RateRule,Amount;NonUnityCompartment,semantic
00331,Compartment;Species;Reaction;Parameter;RateRule,Amount;HasOnlySubstanceUnits,semantic
00332,Compartment;Species;Reaction;Parameter;RateRule,Amount;HasOnlySubstanceUnits,semantic
00333,Compartment;Species;Reaction;Parameter;RateRule,Amount;HasOnlySubstanceUnits,semantic
00334,Compartment;Species;Reaction;Parameter;RateRule,Amount;BoundaryCondition,semantic
00335,Compartment;Species;Reaction;Parameter;RateRule,Amount;BoundaryCondition,semantic
00336,Compartment;Species;Reaction;Parameter;RateRule,Amount;BoundaryCondition,semantic
00337,Compartment;Species;Reaction;Parameter;RateRule,Amount;BoundaryCondition,semantic
00338,Compartment;Species;Reaction;Parameter;RateRule,Amount;BoundaryCondition,semantic
00339,Compartment;Species;Reaction;Parameter;RateRule,Amount;BoundaryCondition,semantic
00340,Compartment;Species;Reaction;Parameter;RateRule,Amount;BoundaryCondition,semantic
00341,Compartment;Species;Reaction;Parameter;RateRule,Amount;BoundaryCondition,semantic
00342,Compartment;Species;Reaction;Parameter;RateRule,Amount;BoundaryCondition,semantic
00343,Compartment;Species;Reaction;Parameter;RateRule,Amount;BoundaryCondition,semantic
00344,Compartment;Species;Reaction;Parameter;RateRule,Amount;BoundaryCondition,semantic
00345,Compartment;Species;Reaction;Parameter;RateRule,Amount;BoundaryCondition,semantic
00346,Compartment;Species;Reaction;Parameter;RateRule,Amount;BoundaryCondition,semantic
00347,Compartment;Species;Reaction;Parameter;RateRule,Amount;BoundaryCondition,semantic
00348,Compartment;Species;Reaction;Parameter;EventNoDelay,Amount,semantic
00349,Compartment;Species;Reaction;Parameter;EventNoDelay,Amount,semantic
00350,Compartment;Species;Reaction;Parameter;EventNoDelay,Amount,semantic
00351,Compartment;Species;Reaction;Parameter;EventNoDelay,Amount,semantic
00352,Compartment;Species;Reaction;Parameter;EventNoDelay,Amount,semantic
00353,Compartment;Species;Reaction;Parameter;EventNoDelay,Amount,semantic
00354,Compartment;Species;Reaction;Parameter;EventNoDelay;FunctionDefinition,Amount,semantic
00355,Compartment;Species;Reaction;Parameter;EventNoDelay;FunctionDefinition,Amount,semantic
00356,Compartment;Species;Reaction;Parameter;EventNoDelay;FunctionDefinition,Amount,semantic
00357,Compartment;Species;Reaction;Parameter;EventNoDelay;FunctionDefinition,Amount,semantic
00358,Compartment;Species;Reaction;Parameter;EventNoDelay;FunctionDefinition,Amount,semantic
00359,Compartment;Species;Reaction;Parameter;EventNoDelay;FunctionDefinition,Amount,semantic
00360,Compartment;Species;Reaction;Parameter;EventNoDelay,Amount,semantic
00361,Compartment;Species;Reaction;Parameter;EventNoDelay,Amount,semantic
00362,Compartment;Species;Reaction;Parameter;EventNoDelay,Amount;0D-Compartment,semantic
00363,Compartment;Species;Reaction;Parameter;EventNoDelay,Amount,semantic
00364,Compartment;Species;Reaction;Parameter;EventNoDelay,Amount,semantic
00365,Compartment;Species;Reaction;Parameter;EventNoDelay,Amount;0D-Compartment,semantic
00366,Compartment;Species;Reaction;Parameter;EventNoDelay,Amount,semantic
00367,Compartment;Species;Reaction;Parameter;EventNoDelay,Amount,semantic
00368,Compartment;Species;Reaction;Parameter;EventNoDelay,Amount;0D-Compartment,semantic
00369,Compartment;Species;Reaction;Parameter;EventNoDelay,Amount;NonUnityCompartment,semantic
00370,Compartment;Species;Reaction;Parameter;EventNoDelay,Amount;NonUnityCompartment,semantic
00371,Compartment;Species;Reaction;Parameter;EventNoDelay,Amount;NonUnityCompartment,semantic
00372,Compartment;Species;Reaction;Parameter;EventNoDelay,Amount;NonUnityCompartment,semantic
00373,Compartment;Species;Reaction;Parameter;EventNoDelay,Amount;NonUnityCompartment,semantic
00374,Compartment;Species;Reaction;Parameter;EventNoDelay,Concentration;NonUnityCompartment,semantic
00375,Compartment;Species;Reaction;Parameter;EventNoDelay,Amount;BoundaryCondition,semantic
00376,Compartment;Species;Reaction;Parameter;EventNoDelay,Amount;BoundaryCondition,semantic
00377,Compartment;Species;Reaction;Parameter;EventNoDelay,Amount;BoundaryCondition,semantic
00378,Compartment;Species;Reaction;Parameter;EventNoDelay,Amount;BoundaryCondition,semantic
00379,Compartment;Species;Reaction;Parameter;EventNoDelay,Amount;BoundaryCondition,semantic
00380,Compartment;Species;Reaction;Parameter;EventNoDelay,Amount;BoundaryCondition,semantic
00381,Compartment;Species;Reaction;Parameter;EventNoDelay,Amount;BoundaryCondition,semantic
00382,Compartment;Species;Reaction;Parameter;EventNoDelay,Amount;BoundaryCondition,semantic
00383,Compartment;Species;Reaction;Parameter;EventNoDelay,Amount;BoundaryCondition,semantic
00384,Compartment;Species;Reaction;Parameter;EventNoDelay,Amount;ConstantSpecies,semantic
00385,Compartment;Species;Reaction;Parameter;EventNoDelay,Amount;ConstantSpecies,semantic
00386,Compartment;Species;Reaction;Parameter;EventNoDelay,Amount;ConstantSpecies,semantic
00387,Compartment;Species;Reaction;Parameter;EventNoDelay,Amount;NonUnityStoichiometry,semantic
00388,StoichiometryMath;Compartment;Species;Reaction;Parameter;EventNoDelay,Amount;AssignedConstantStoichiometry;DefaultValue;NonUnityStoichiometry,semantic
00389,Compartment;Species;Reaction;EventNoDelay,Amount;LocalParameters,semantic
00390,Compartment;Species;Reaction;Parameter;EventNoDelay,Amount;NonUnityStoichiometry,semantic
00391,StoichiometryMath;Compartment;Species;Reaction;Parameter;EventNoDelay,Amount;AssignedConstantStoichiometry;DefaultValue;NonUnityStoichiometry,semantic
00392,Compartment;Species;Reaction;EventNoDelay,Amount;LocalParameters,semantic
00393,Compartment;Species;Reaction;Parameter;EventNoDelay,Amount;NonUnityStoichiometry,semantic
00394,StoichiometryMath;Compartment;Species;Reaction;Parameter;EventNoDelay,Amount;AssignedConstantStoichiometry;DefaultValue;NonUnityStoichiometry,semantic
00395,Compartment;Species;Reaction;EventNoDelay,Amount;LocalParameters,semantic
00396,Parameter;RateRule;EventNoDelay,NonConstantParameter,semantic
00397,Parameter;RateRule;EventNoDelay,NonConstantParameter,semantic
00398,Parameter;RateRule;EventNoDelay,NonConstantParameter,semantic
00399,Compartment;Species;Reaction;Parameter;EventNoDelay,Amount,semantic
00400,Compartment;Species;Reaction;Parameter;EventNoDelay,Amount,semantic
00401,Compartment;Species;Reaction;Parameter;EventNoDelay,Amount,semantic
00402,Parameter;RateRule;EventNoDelay,NonConstantParameter,semantic
00403,Parameter;RateRule;EventNoDelay,NonConstantParameter,semantic
00404,Parameter;RateRule;EventNoDelay,NonConstantParameter,semantic
00462,Compartment;Species;Reaction;Parameter,Concentration,semantic
00463,Compartment;Species;Reaction;Parameter,Concentration,semantic
00464,Compartment;Species;Reaction;Parameter,Concentration,semantic
00465,Compartment;Species;Reaction;Parameter,Concentration,semantic
00466,Compartment;Species;Reaction;Parameter,Concentration,semantic
00467,Compartment;Species;Reaction;Parameter,Concentration,semantic
00468,Compartment;Species;Reaction;Parameter,Concentration,semantic
00469,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;InitialValueReassigned,semantic
00470,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;InitialValueReassigned,semantic
00471,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;InitialValueReassigned,semantic
00472,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;InitialValueReassigned,semantic
00473,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;InitialValueReassigned,semantic
00474,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;InitialValueReassigned,semantic
00475,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount,semantic
00476,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;InitialValueReassigned,semantic
00477,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;InitialValueReassigned,semantic
00478,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;InitialValueReassigned,semantic
00479,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;InitialValueReassigned,semantic
00480,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;InitialValueReassigned,semantic
00481,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;InitialValueReassigned,semantic
00482,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;InitialValueReassigned,semantic
00483,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;InitialValueReassigned,semantic
00484,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;InitialValueReassigned,semantic
00485,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;InitialValueReassigned,semantic
00486,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;InitialValueReassigned,semantic
00487,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;InitialValueReassigned,semantic
00488,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;InitialValueReassigned,semantic
00489,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;0D-Compartment;InitialValueReassigned,semantic
00490,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;0D-Compartment,semantic
00491,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;0D-Compartment;InitialValueReassigned,semantic
00492,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;NonUnityCompartment;InitialValueReassigned,semantic
00493,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;NonUnityCompartment;InitialValueReassigned,semantic
00494,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;NonUnityCompartment;InitialValueReassigned,semantic
00495,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;NonUnityCompartment;InitialValueReassigned,semantic
00496,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;NonUnityCompartment;InitialValueReassigned,semantic
00497,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;NonUnityCompartment;InitialValueReassigned,semantic
00498,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;BoundaryCondition;InitialValueReassigned,semantic
00499,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;BoundaryCondition;InitialValueReassigned,semantic
00500,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;BoundaryCondition,semantic
00501,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;BoundaryCondition;InitialValueReassigned,semantic
00502,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;BoundaryCondition,semantic
00503,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;BoundaryCondition;InitialValueReassigned,semantic
00504,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;ConstantSpecies;InitialValueReassigned,semantic
00505,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;ConstantSpecies,semantic
00506,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;ConstantSpecies;InitialValueReassigned,semantic
00507,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;ConstantSpecies,semantic
00508,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;ConstantSpecies;InitialValueReassigned,semantic
00509,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;ConstantSpecies;InitialValueReassigned,semantic
00510,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;NonUnityStoichiometry;InitialValueReassigned,semantic
00511,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;NonUnityStoichiometry;InitialValueReassigned,semantic
00512,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;NonUnityStoichiometry,semantic
00513,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;NonUnityStoichiometry;InitialValueReassigned,semantic
00514,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;NonUnityStoichiometry;InitialValueReassigned,semantic
00515,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;NonUnityStoichiometry;InitialValueReassigned,semantic
00516,StoichiometryMath;Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;AssignedConstantStoichiometry;DefaultValue;NonUnityStoichiometry;InitialValueReassigned,semantic
00517,StoichiometryMath;Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;AssignedConstantStoichiometry;DefaultValue;NonUnityStoichiometry;InitialValueReassigned,semantic
00518,StoichiometryMath;Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;AssignedConstantStoichiometry;DefaultValue;NonUnityStoichiometry,semantic
00519,StoichiometryMath;Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;AssignedConstantStoichiometry;DefaultValue;NonUnityStoichiometry;InitialValueReassigned,semantic
00520,StoichiometryMath;Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;AssignedConstantStoichiometry;DefaultValue;NonUnityStoichiometry,semantic
00521,StoichiometryMath;Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;AssignedConstantStoichiometry;DefaultValue;NonUnityStoichiometry;InitialValueReassigned,semantic
00522,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;LocalParameters;InitialValueReassigned,semantic
00523,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;LocalParameters,semantic
00524,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;LocalParameters;InitialValueReassigned,semantic
00525,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;LocalParameters;InitialValueReassigned,semantic
00526,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;LocalParameters;InitialValueReassigned,semantic
00527,Compartment;Species;Reaction;Parameter;InitialAssignment,Amount;LocalParameters;InitialValueReassigned,semantic
00528,Compartment;Species;Reaction;Parameter;InitialAssignment;FunctionDefinition,Amount;InitialValueReassigned,semantic
00529,Compartment;Species;Reaction;Parameter;InitialAssignment;FunctionDefinition,Amount;InitialValueReassigned,semantic
00530,Compartment;Species;Reaction;Parameter;InitialAssignment;FunctionDefinition,Amount;InitialValueReassigned,semantic
00531,Compartment;Species;Reaction;Parameter;AlgebraicRule,Amount,semantic
00532,Compartment;Species;Reaction;Parameter;AlgebraicRule,Amount,semantic
00533,Compartment;Species;Reaction;Parameter;AlgebraicRule,Amount;InitialValueReassigned,semantic
00534,Compartment;Species;Reaction;Parameter;AlgebraicRule,Amount;InitialValueReassigned,semantic
00535,Compartment;Species;Reaction;Parameter;AlgebraicRule,Amount,semantic
00536,Compartment;Species;Reaction;Parameter;AlgebraicRule,Amount;InitialValueReassigned,semantic
00537,Compartment;Species;Reaction;Parameter;AlgebraicRule,Amount;InitialValueReassigned,semantic
00538,Compartment;Species;Reaction;Parameter;AlgebraicRule,Amount;InitialValueReassigned,semantic
00539,Compartment;Species;Reaction;Parameter;AlgebraicRule,Amount;InitialValueReassigned,semantic
00540,Compartment;Species;Reaction;Parameter;AlgebraicRule,Amount;InitialValueReassigned,semantic
00541,Compartment;Species;Reaction;Parameter;AlgebraicRule,Amount;InitialValueReassigned,semantic
00542,Compartment;Species;Reaction;Parameter;AlgebraicRule,Amount;InitialValueReassigned,semantic
00543,Compartment;Species;Reaction;Parameter;AlgebraicRule,Amount;0D-Compartment,semantic
00544,Compartment;Species;Reaction;Parameter;AlgebraicRule,Amount;InitialValueReassigned,semantic
00545,Compartment;Species;Reaction;Parameter;AlgebraicRule,Amount;InitialValueReassigned,semantic
00546,Compartment;Species;Reaction;Parameter;AlgebraicRule,Amount;0D-Compartment,semantic
00547,Compartment;Species;Reaction;Parameter;AlgebraicRule,Amount;NonUnityCompartment;InitialValueReassigned,semantic
00548,Compartment;Species;Reaction;Parameter;AlgebraicRule,Amount;NonUnityCompartment;InitialValueReassigned,semantic
00549,Compartment;Species;Reaction;Parameter;AlgebraicRule,Amount;BoundaryCondition,semantic
00550,Compartment;Species;Reaction;Parameter;AlgebraicRule,Amount;BoundaryCondition,semantic
00551,Compartment;Species;Reaction;Parameter;AlgebraicRule,Amount;BoundaryCondition,semantic
00552,Compartment;Species;Reaction;Parameter;AlgebraicRule,Amount;BoundaryCondition,semantic
00553,Compartment;Species;Reaction;Parameter;AlgebraicRule,Amount;BoundaryCondition,semantic
00554,Compartment;Species;Reaction;Parameter;AlgebraicRule,Amount;BoundaryCondition,semantic
00555,Compartment;Species;Reaction;Parameter;AlgebraicRule,Amount;ConstantSpecies,semantic
00556,Compartment;Species;Reaction;Parameter;AlgebraicRule,Amount;ConstantSpecies,semantic
00557,Compartment;Species;Reaction;Parameter;AlgebraicRule,Amount;NonUnityStoichiometry,semantic
00558,Compartment;Species;Reaction;Parameter;AlgebraicRule,Amount;NonUnityStoichiometry,semantic
00559,Compartment;Species;Reaction;Parameter;AlgebraicRule,Amount;NonUnityStoichiometry,semantic
00560,Compartment;Species;Reaction;Parameter;AlgebraicRule,Amount;NonUnityStoichiometry,semantic
00561,StoichiometryMath;Compartment;Species;Reaction;Parameter;AlgebraicRule,Amount;AssignedConstantStoichiometry;DefaultValue;NonUnityStoichiometry;InitialValueReassigned,semantic
00562,StoichiometryMath;Compartment;Species;Reaction;Parameter;AlgebraicRule,Amount;AssignedConstantStoichiometry;DefaultValue;NonUnityStoichiometry;InitialValueReassigned,semantic
00563,StoichiometryMath;Compartment;Species;Reaction;Parameter;AlgebraicRule,Amount;AssignedConstantStoichiometry;DefaultValue;NonUnityStoichiometry,semantic
00564,StoichiometryMath;Compartment;Species;Reaction;Parameter;AlgebraicRule,Amount;AssignedConstantStoichiometry;DefaultValue;NonUnityStoichiometry,semantic
00565,Compartment;Species;Reaction;Parameter;AlgebraicRule,Amount;LocalParameters;InitialValueReassigned,semantic
00566,Compartment;Species;Reaction;AlgebraicRule,Amount;LocalParameters,semantic
00567,Compartment;Species;Reaction;Parameter;AlgebraicRule;FunctionDefinition,Amount,semantic
00568,Compartment;Species;Reaction;Parameter;AlgebraicRule;FunctionDefinition,Amount,semantic
00569,Compartment;Species;Reaction;Parameter;AlgebraicRule;FunctionDefinition,Amount;InitialValueReassigned,semantic
00570,Compartment;Species;Reaction;Parameter;AlgebraicRule;FunctionDefinition,Amount;InitialValueReassigned,semantic
00571,Compartment;Species;Reaction;Parameter;AlgebraicRule;FunctionDefinition,Amount,semantic
00572,Compartment;Species;Reaction;Parameter;AlgebraicRule;FunctionDefinition,Amount,semantic
00573,Parameter;RateRule;AlgebraicRule,NonConstantParameter,semantic
00574,Parameter;RateRule;AlgebraicRule,NonConstantParameter,semantic
00575,Parameter;RateRule;AlgebraicRule,NonConstantParameter;InitialValueReassigned,semantic
00576,Parameter;RateRule;AlgebraicRule,NonConstantParameter,semantic
00577,Compartment;Species;Reaction;Parameter,Concentration;BoundaryCondition,semantic
00578,Compartment;Species;Reaction;Parameter,Concentration;BoundaryCondition,semantic
00579,Compartment;Species;Reaction;Parameter,Concentration;BoundaryCondition,semantic
00580,Compartment;Species;Reaction;Parameter,Concentration;NonUnityStoichiometry,semantic
00581,Compartment;Species;Reaction;Parameter,Concentration,semantic
00582,Compartment;Species;Reaction;Parameter,Concentration;BoundaryCondition,semantic
00583,Compartment;Species;Reaction;Parameter,Concentration;NonUnityStoichiometry,semantic
00584,Compartment;Species;Reaction;Parameter,Concentration,semantic
00585,Compartment;Species;Reaction;Parameter,Concentration,semantic
00586,Compartment;Species;Reaction;Parameter,Concentration;NonUnityCompartment,semantic
00587,Compartment;Species;Reaction;Parameter,Concentration;NonUnityCompartment,semantic
00588,Compartment;Species;Reaction;Parameter,Concentration;NonUnityCompartment,semantic
00589,Compartment;Species;Reaction;Parameter;,Concentration,semantic
00590,Compartment;Species;Reaction;Parameter,Concentration,semantic
00591,Compartment;Species;Reaction;Parameter,Concentration,semantic
00592,Compartment;Species;Reaction;Parameter,Concentration,semantic
00593,Compartment;Species;Reaction;Parameter,Concentration,semantic
00594,Compartment;Species;Reaction;Parameter,Concentration,semantic
00595,Compartment;Species;Reaction,Concentration;LocalParameters,semantic
00596,Compartment;Species;Reaction;Parameter,Concentration;LocalParameters,semantic
00597,Compartment;Species;Reaction;Parameter,Concentration;LocalParameters,semantic
00598,Compartment;Species;Reaction;Parameter,Concentration;ConstantSpecies,semantic
00599,Compartment;Species;Reaction;Parameter,Concentration;ConstantSpecies,semantic
00600,Compartment;Species;Reaction;Parameter,Concentration;ConstantSpecies,semantic
00601,Compartment;Species;Reaction;Parameter,Concentration;NonUnityCompartment,semantic
00602,Compartment;Species;Reaction;Parameter,Concentration;NonUnityCompartment,semantic
00603,Compartment;Species;Reaction;Parameter,Concentration;NonUnityCompartment,semantic
00604,Compartment;Species;Reaction;Parameter;FunctionDefinition,Concentration;NonUnityCompartment,semantic
00605,Compartment;Species;Reaction;Parameter;FunctionDefinition,Concentration;NonUnityCompartment,semantic
00606,Compartment;Species;Reaction;Parameter;FunctionDefinition,Concentration;NonUnityCompartment,semantic
00607,Compartment;Species;Reaction;Parameter;AssignmentRule,Concentration;NonUnityCompartment;InitialValueReassigned,semantic
00608,Compartment;Species;Reaction;Parameter;AssignmentRule,Concentration;NonUnityCompartment;InitialValueReassigned,semantic
00609,StoichiometryMath;Compartment;Species;Reaction;Parameter;AssignmentRule,Amount;AssignedConstantStoichiometry;DefaultValue;NonUnityStoichiometry;InitialValueReassigned,semantic
00610,StoichiometryMath;Compartment;Species;Reaction;Parameter;AssignmentRule,Amount;AssignedConstantStoichiometry;DefaultValue;NonUnityStoichiometry;InitialValueReassigned,semantic
00611,Compartment;Species;Reaction;Parameter;AssignmentRule,Amount;LocalParameters;InitialValueReassigned,semantic
00612,Compartment;Species;Reaction;Parameter;AssignmentRule,Amount;LocalParameters;InitialValueReassigned,semantic
00613,Compartment;Species;Reaction;Parameter;AlgebraicRule;AssignmentRule,Amount;InitialValueReassigned,semantic
00614,Compartment;Species;Reaction;Parameter;AlgebraicRule;AssignmentRule,Amount;InitialValueReassigned,semantic
00615,Compartment;Species;Reaction;Parameter;AlgebraicRule;AssignmentRule,Amount;InitialValueReassigned,semantic
00616,Compartment;Species;Reaction;Parameter;AssignmentRule;InitialAssignment,Amount;InitialValueReassigned,semantic
00617,Compartment;Species;Reaction;Parameter;AssignmentRule;InitialAssignment,Amount;InitialValueReassigned,semantic
00618,Compartment;Species;Reaction;Parameter;AssignmentRule;InitialAssignment,Amount;InitialValueReassigned,semantic
00619,Compartment;Species;Reaction;Parameter;AssignmentRule;EventNoDelay,Amount;InitialValueReassigned,semantic
00620,Compartment;Species;Reaction;Parameter;AssignmentRule;EventNoDelay,Amount,semantic
00621,Compartment;Species;Reaction;Parameter;AssignmentRule;EventNoDelay,Amount;InitialValueReassigned,semantic
00625,Compartment;Species;Reaction;Parameter;RateRule;AssignmentRule;FunctionDefinition,Amount;InitialValueReassigned,semantic
00626,Compartment;Species;Reaction;Parameter;RateRule;AssignmentRule;FunctionDefinition,Amount;InitialValueReassigned,semantic
00627,Compartment;Species;Reaction;Parameter;RateRule;AssignmentRule;FunctionDefinition,Amount,semantic
00628,Compartment;Species;Reaction;Parameter;AlgebraicRule;AssignmentRule;FunctionDefinition,Amount;InitialValueReassigned,semantic
00629,Compartment;Species;Reaction;Parameter;AlgebraicRule;AssignmentRule;FunctionDefinition,Amount;InitialValueReassigned,semantic
00630,Compartment;Species;Reaction;Parameter;AlgebraicRule;AssignmentRule;FunctionDefinition,Amount;InitialValueReassigned,semantic
00631,Compartment;Species;Reaction;Parameter;AssignmentRule;InitialAssignment;FunctionDefinition,Amount;InitialValueReassigned,semantic
00632,Compartment;Species;Reaction;Parameter;AssignmentRule;InitialAssignment;FunctionDefinition,Amount;InitialValueReassigned,semantic
00633,Compartment;Species;Reaction;Parameter;AssignmentRule;InitialAssignment;FunctionDefinition,Amount;InitialValueReassigned,semantic
00634,Compartment;Species;Reaction;Parameter;AssignmentRule;EventNoDelay;FunctionDefinition,Amount;InitialValueReassigned,semantic
00635,Compartment;Species;Reaction;Parameter;AssignmentRule;EventNoDelay;FunctionDefinition,Amount;InitialValueReassigned,semantic
00636,Compartment;Species;Reaction;Parameter;AssignmentRule;EventNoDelay;FunctionDefinition,Amount;InitialValueReassigned,semantic
00640,Compartment;Species;Reaction;Parameter;RateRule;InitialAssignment,Amount,semantic
00641,Compartment;Species;Reaction;Parameter;RateRule;InitialAssignment,Amount;InitialValueReassigned,semantic
00642,Compartment;Species;Reaction;Parameter;RateRule;InitialAssignment,Amount;InitialValueReassigned,semantic
00643,Compartment;Species;Reaction;Parameter;RateRule;AssignmentRule;InitialAssignment,Amount;InitialValueReassigned,semantic
00644,Compartment;Species;Reaction;Parameter;RateRule;AssignmentRule;InitialAssignment,Amount;InitialValueReassigned,semantic
00645,Compartment;Species;Reaction;Parameter;RateRule;AssignmentRule;InitialAssignment,Amount;InitialValueReassigned,semantic
00646,Compartment;Species;Reaction;Parameter;RateRule;EventNoDelay,Amount,semantic
00647,Compartment;Species;Reaction;Parameter;RateRule;EventNoDelay,Amount,semantic
00648,Compartment;Species;Reaction;Parameter;RateRule;EventNoDelay,Amount,semantic
00652,Compartment;Species;Reaction;Parameter;RateRule;AssignmentRule;EventNoDelay,Amount;InitialValueReassigned,semantic
00653,Compartment;Species;Reaction;Parameter;RateRule;AssignmentRule;EventNoDelay,Amount;InitialValueReassigned,semantic
00654,Compartment;Species;Reaction;Parameter;RateRule;AssignmentRule;EventNoDelay,Amount,semantic
00658,Compartment;Species;Reaction;Parameter;AlgebraicRule;InitialAssignment,Amount;InitialValueReassigned,semantic
00659,Compartment;Species;Reaction;Parameter;AlgebraicRule;InitialAssignment,Amount;InitialValueReassigned,semantic
00660,Compartment;Species;Reaction;Parameter;AlgebraicRule;InitialAssignment,Amount;InitialValueReassigned,semantic
00661,Compartment;Species;Reaction;Parameter;AlgebraicRule;EventNoDelay,Amount,semantic
00662,Compartment;Species;Reaction;Parameter;AlgebraicRule;EventNoDelay,Amount,semantic
00663,Compartment;Species;Reaction;Parameter;AlgebraicRule;EventNoDelay,Amount;InitialValueReassigned,semantic
00667,Compartment;Species;Reaction;Parameter;FunctionDefinition;AssignmentRule,Amount;NonUnityCompartment;InitialValueReassigned,semantic
00668,Compartment;Species;Reaction;Parameter;FunctionDefinition;AssignmentRule,Amount;NonUnityCompartment;InitialValueReassigned,semantic
00669,Compartment;Species;Reaction;Parameter;FunctionDefinition;AssignmentRule,Amount;NonUnityCompartment,semantic
00670,Compartment;Species;Reaction;Parameter;RateRule;AssignmentRule,Amount;NonUnityCompartment;InitialValueReassigned,semantic
00671,Compartment;Species;Reaction;Parameter;RateRule;AssignmentRule,Amount;NonUnityCompartment;InitialValueReassigned,semantic
00672,Compartment;Species;Reaction;Parameter;RateRule;AssignmentRule,Amount;NonUnityCompartment;InitialValueReassigned,semantic
00673,Compartment;Species;Reaction;Parameter;AlgebraicRule;AssignmentRule,Amount;NonUnityCompartment;InitialValueReassigned,semantic
00674,Compartment;Species;Reaction;Parameter;AlgebraicRule;AssignmentRule,Amount;NonUnityCompartment;InitialValueReassigned,semantic
00675,Compartment;Species;Reaction;Parameter;AlgebraicRule;AssignmentRule,Amount;NonUnityCompartment;InitialValueReassigned,semantic
00676,Compartment;Species;Reaction;Parameter;AssignmentRule;InitialAssignment,Amount;NonUnityCompartment;InitialValueReassigned,semantic
00677,Compartment;Species;Reaction;Parameter;AssignmentRule;InitialAssignment,Amount;NonUnityCompartment;InitialValueReassigned,semantic
00678,Compartment;Species;Reaction;Parameter;AssignmentRule;InitialAssignment,Amount;NonUnityCompartment;InitialValueReassigned,semantic
00679,Compartment;Species;Reaction;Parameter;AssignmentRule;EventNoDelay,Amount;NonUnityCompartment;InitialValueReassigned,semantic
00680,Compartment;Species;Reaction;Parameter;AssignmentRule;EventNoDelay,Amount;NonUnityCompartment,semantic
